Latitude,Longitude,Region,Subregion,Error
-6.18025109,39.23729421,Mjini Magharibi,Mjini,0
-8.28546003,35.30856375,Iringa,Mafinga,0
-5.17770129,39.79283307,Kaskazini Pemba,Wete,0
-1.32436687,31.79132778,Kagera,Bukoba,0
-10.7812596,39.54818171,Mtwara,Tandahimba,0
-4.98404435,39.83424895,Kaskazini Pemba,Michweni,0
-8.90465928,34.66929639,Njombe,Wanging'Ombe,0
-8.90618718,33.45561828,Mbeya,Mbeya,0
-7.46896081,36.12839172,Iringa,Kilolo,0
-8.60963588,31.29034561,Rukwa,Kalambo,0
-10.5617404,39.1712248,Mtwara,Newala,0
-4.10885327,35.18650964,Manyara,Mbulu,0
-5.187207,38.76914847,Tanga,Muhenza,0
-3.2636442,32.22343243,Geita,Mbogwe,0
-4.19966008,32.32597815,Shinyanga,Kahama,0
-1.40211801,34.39060054,Mara,Tarime,0
-3.62771843,33.39547761,Shinyanga,Shinyanga,0
-2.9893776,34.19544697,Simiyu,Itilima,0
-6.29830547,35.48931003,Dodoma,Bahi,0
-2.9589093,34.15202941,Simiyu,Itilima,0
-3.29058728,32.24775917,Geita,Mbogwe,0
-2.58036692,32.13699616,Geita,Geita,0
-6.18025109,39.23729421,Mjini Magharibi,Mjini,0
-2.76716191,32.60760515,Mwanza,Sengerema,0
-4.2258291,34.61311029,Singida,Mkalama,0
-2.31702821,32.6844476,Mwanza,Ukerewe,0
-9.01251108,33.06826386,Songwe,Mbozi,0
-5.07216563,38.45411264,Tanga,Korogwe,0
-1.37113278,34.08894328,Mara,Rorya,0
-2.28716304,32.2692079,Mwanza,Sengerema,0
-3.2096264,37.31099488,Kilimanjaro,Moshi,0
-4.94326856,38.9151238,Tanga,Mkinga,0
-6.88847192,39.16116991,Dar es Salaam,Ilala,0
-8.97363243,33.95744757,Njombe,Makete,0
-7.79888156,35.77168396,Iringa,Iringa,0
-6.91784119,39.2584923,Dar es Salaam,Temeke,0
-6.81396173,30.48862272,Katavi,Mpanda,0
-8.28305797,35.30968651,Iringa,Mafinga,0
-7.68054399,31.56242414,Rukwa,Sumbawanga,0
-2.19332817,31.44265682,Kagera,Muleba,0
-1.33529132,33.80023881,Mara,Rorya,0
-3.24066641,33.42970479,Mwanza,Kwimba,0
-7.95496093,36.86502889,Morogoro,Kilombero,0
-10.361872,40.10191714,Mtwara,Mtwara,0
-4.87950297,34.63683273,Singida,Singida,0
-7.68051099,36.03971887,Iringa,Kilolo,0
-10.56023238,36.23842883,Ruvuma,Namtumbo,0
-4.10882932,35.18653507,Manyara,Mbulu,0
-6.17269745,35.73670224,Dodoma,Dodoma,0
-5.44618432,38.03562776,Tanga,Handeni,0
-5.24617586,39.78151784,Kusini Pemba,Chake Chake,0
-3.37239439,37.34017235,Kilimanjaro,Moshi,0
-6.74382246,36.09174818,Dodoma,Mpwapwa,0
-8.01737594,31.60421156,Rukwa,Sumbawanga,0
-10.66316159,38.75215056,Mtwara,Masasi,0
-6.72038427,38.7375537,Pwani,Kibaha,0
-10.81824809,39.52731181,Mtwara,Tandahimba,0
-6.81428683,37.68486362,Morogoro,Morogoro,0
-8.84824153,32.28190774,Songwe,Momba,0
-7.87267,30.79676532,Rukwa,Nkasi,0
-8.29951713,35.28402641,Iringa,Mafinga,0
-9.57529852,33.77272671,Mbeya,Kyela,0
-4.23043416,35.42795971,Manyara,Babati,0
-6.58490526,36.07362158,Dodoma,Mpwapwa,0
-6.82302835,39.31090708,Dar es Salaam,Temeke,0
-5.87369581,39.29160454,Kaskazini Unguja,Kaskazini A,0
-5.32371973,34.51856191,Singida,Ikungi,0
-4.64816611,35.04096917,Singida,Singida,0
-3.10172319,31.08703039,Kagera,Biharamulo,0
-1.87524782,33.70188288,Mara,Musoma,0
-11.05009815,34.75485723,Ruvuma,Mbinga,0
-9.95760405,34.61850377,Njombe,Ludewa,0
-6.26506187,36.86317944,Morogoro,Gairo,0
-9.40840202,33.91705806,Mbeya,Rungwe,0
-2.52694107,34.05992141,Simiyu,Bariadi,0
-5.99260071,37.75380986,Morogoro,Mvomero,0
-3.04294002,31.37638472,Kagera,Biharamulo,0
-5.87352172,39.25879862,Kaskazini Unguja,Kaskazini A,0
-2.95146277,33.9164792,Simiyu,Itilima,0
-3.87130112,35.6513806,Manyara,Mbulu,0
-2.75504575,31.87910588,Geita,Geita,0
-4.95460017,39.78724266,Kaskazini Pemba,Michweni,0
-8.25249518,31.9890127,Rukwa,Sumbawanga,0
-1.46184565,31.68683249,Kagera,Bukoba,0
-8.37481226,31.97821257,Rukwa,Sumbawanga,0
-8.3924407,38.94694543,Lindi,Kilwa,0
-8.84833417,34.82286001,Njombe,Makambako,0
-3.99672779,34.54161778,Singida,Mkalama,0
-3.56804615,36.94879267,Arusha,Meru,0
-3.62204473,33.81445732,Shinyanga,Kishapu,0
-6.74276626,32.48257163,Katavi,Mlele,0
-3.8086631,32.226387,Shinyanga,Kahama,0
-6.53835677,38.99084845,Pwani,Bagamoyo,0
-1.55663082,31.64423642,Kagera,Muleba,0
-5.50562316,32.49357731,Tabora,Sikonge,0
-7.2526229,37.73266018,Morogoro,Morogoro,0
-4.88170111,29.64791061,Kigoma,Kigoma,0
-5.9565569,36.69484163,Dodoma,Kongwa,0
-2.76381459,32.60412682,Mwanza,Sengerema,0
-6.48437835,31.11691049,Katavi,Mlele,0
-3.822062,37.46193002,Manyara,Simanjiro,0
-9.46468646,33.94886953,Mbeya,Kyela,0
-8.08804503,36.68109653,Morogoro,Kilombero,0
-3.00513869,31.92480737,Geita,Geita,0
-11.2172008,34.9780983,Ruvuma,Nyasa,0
-8.82062732,36.25205183,Morogoro,Ulanga,0
-7.87274027,30.79650075,Rukwa,Nkasi,0
-8.31664188,35.55187132,Iringa,Mufindi,0
-9.33499533,34.76436592,Njombe,Njombe,0
-6.89766281,38.55779089,Pwani,Kibaha,0
-8.90579053,33.45594125,Mbeya,Mbeya,0
-2.50198108,32.88888319,Mwanza,Ilemela,0
-11.03962378,37.18490765,Ruvuma,Tunduru,0
-6.81983195,39.23836386,Dar es Salaam,Kinondoni,0
-10.275122,40.1863727,Mtwara,Mtwara,0
-7.25579493,31.3992584,Katavi,Mlele,0
-1.98680854,33.06927159,Mwanza,Ukerewe,0
-7.15488642,31.06596332,Rukwa,Nkasi,0
-7.78409646,35.71350847,Iringa,Iringa,0
-4.80433829,34.22029033,Singida,Ikungi,0
-7.93794135,31.6274086,Rukwa,Sumbawanga,0
-3.98351567,34.53671491,Singida,Mkalama,0
-3.5717703,32.61084111,Shinyanga,Kahama,0
-7.04438919,30.55954779,Rukwa,Nkasi,0
-4.63813706,38.19881661,Tanga,Lushoto,0
-6.79004378,39.05431585,Dar es Salaam,Kinondoni,0
-4.21602102,35.74168139,Manyara,Babati,0
-9.33677564,33.32215616,Songwe,Ileje,0
-8.97733933,33.94897759,Njombe,Makete,0
-3.13051644,32.91876107,Mwanza,Misungwi,0
-3.19632341,34.41477138,Simiyu,Meatu,0
-5.9923399,37.75255218,Morogoro,Mvomero,0
-9.5918879,34.87659732,Njombe,Njombe,0
-5.18147735,39.09101031,Tanga,Tanga,0
-7.39330252,38.96920972,Pwani,Mkuranga,0
-5.17093489,38.46549571,Tanga,Korogwe,0
-2.56379576,33.27545159,Mwanza,Magu,0
-3.12856984,33.4954127,Simiyu,Maswa,0
-6.4841693,31.11612278,Katavi,Mlele,0
-4.79399468,38.29087131,Tanga,Lushoto,0
-8.61644089,39.26453025,Lindi,Kilwa,0
-6.77877417,36.64757423,Morogoro,Kilosa,0
-8.77372148,33.64296446,Mbeya,Mbarali,0
-4.31243784,35.74455992,Manyara,Babati,0
-3.22078402,32.69438287,Geita,Nyang'Hwale,0
-3.27878389,37.09615033,Kilimanjaro,Siha,0
-2.53936795,32.91289198,Mwanza,Nyamangana,0
-4.70003487,38.11983504,Tanga,Korogwe,0
-8.25351192,35.10656822,Iringa,Mufindi,0
-6.21353779,31.22455013,Katavi,Mlele,0
-1.85881563,33.04993016,Mwanza,Ukerewe,0
-9.23985321,33.33893969,Mbeya,Mbeya,0
-6.3215235,31.08085016,Katavi,Mpanda,0
-5.72530343,37.09664252,Manyara,Kiteto,0
-4.76239486,34.20165773,Singida,Ikungi,0
-9.30999538,33.622913,Mbeya,Rungwe,0
-6.16564258,39.20897816,Mjini Magharibi,Mjini,0
-4.84766555,38.51229448,Tanga,Lushoto,0
-2.49068052,32.98828911,Mwanza,Ilemela,0
-10.34575869,40.25116148,Mtwara,Mtwara,0
-7.74659738,35.7192849,Iringa,Iringa,0
-8.21378147,34.83907902,Mbeya,Mbarali,0
-3.12852626,33.51308471,Simiyu,Maswa,0
-4.14230803,33.45834213,Tabora,Igunga,0
-9.90597988,38.98556461,Lindi,Ruangwa,0
-3.95210287,35.44045471,Manyara,Mbulu,0
-6.57529546,39.07676659,Pwani,Bagamoyo,0
-5.05409486,35.86418929,Dodoma,Chemba,0
-6.85650468,39.28311231,Dar es Salaam,Temeke,0
-6.42085382,31.02018936,Katavi,Mlele,0
-7.73656421,35.69494265,Iringa,Iringa,0
-2.66239124,32.64136925,Mwanza,Sengerema,0
-5.44094483,37.73055112,Tanga,Kilindi,0
-7.14494316,39.07801143,Pwani,Mkuranga,0
-8.8916912,33.5449167,Mbeya,Mbeya,0
-7.94538357,31.63918924,Rukwa,Sumbawanga,0
-6.34585009,31.06955735,Katavi,Mpanda,0
-6.6590963,39.17855449,Dar es Salaam,Kinondoni,0
-10.85301502,39.27819516,Mtwara,Newala,0
-4.77149473,34.91792101,Singida,Singida,0
-9.1748537,32.86411619,Songwe,Mbozi,0
-6.84923859,39.14636504,Dar es Salaam,Ilala,0
-6.77520272,37.75312526,Morogoro,Morogoro,0
-6.81146509,39.10763988,Dar es Salaam,Kinondoni,0
-10.27465198,40.16779587,Mtwara,Mtwara,0
-9.01098313,33.00514772,Songwe,Mbozi,0
-9.32633572,33.33305767,Songwe,Ileje,0
-8.84374146,34.80464243,Njombe,Makambako,0
-5.88360787,36.44748833,Dodoma,Kongwa,0
-3.95210036,35.44060007,Manyara,Mbulu,0
-2.37764823,33.5803087,Simiyu,Busega,0
-5.01935723,38.70770883,Tanga,Muhenza,0
-5.61259833,32.74699674,Tabora,Sikonge,0
-8.57230886,33.45624256,Mbeya,Chunya,0
-4.32463338,37.88632958,Kilimanjaro,Same,0
-10.44216585,36.05908699,Ruvuma,Namtumbo,0
-10.10670366,39.62070781,Lindi,Lindi,0
-8.1732715,36.33574031,Morogoro,Kilombero,0
-5.86574973,35.19120701,Singida,Manyoni,0
-3.99721506,33.37929363,Tabora,Igunga,0
-1.49601351,33.81085377,Mara,Butiam,0
-4.57516622,30.098497,Kigoma,Kasulu,0
-10.3697897,39.22199941,Mtwara,Masasi,0
-5.0169709,32.81001956,Tabora,Tabora,0
-6.74406984,30.40720761,Katavi,Mpanda,0
-2.56494913,36.78455941,Arusha,Longido,0
-6.41892241,39.54607006,Kusini Unguja,Kusini,0
-6.82599076,37.65313014,Morogoro,Morogoro,0
-4.34748326,32.88208731,Tabora,Nzega,0
-5.03615118,36.23783624,Dodoma,Chemba,0
-11.40219548,36.43081491,Ruvuma,Namtumbo,0
-4.37951421,35.47740495,Manyara,Babati,0
-9.66981172,39.10841086,Lindi,Kilwa,0
-10.20291905,38.84234562,Lindi,Nachingwea,0
-6.48472509,35.93950514,Dodoma,Chamwino,0
-5.33700277,39.73043845,Kusini Pemba,Mkoani,0
-10.75156485,38.53242433,Mtwara,Masasi,0
-8.88298277,32.79953064,Songwe,Mbozi,0
-2.91655279,32.16529734,Geita,Geita,0
-4.84835777,29.74422897,Kigoma,Kigoma,0
-3.41550122,31.52227142,Geita,Bukombe,0
-2.31705065,32.68439494,Mwanza,Ukerewe,0
-1.36443344,34.43740749,Mara,Tarime,0
-4.19913872,30.49043542,Kigoma,Kasulu,0
-2.50668401,32.00983717,Geita,Geita,0
-3.2531509,37.00723793,Arusha,Meru,0
-10.93387961,39.2859705,Mtwara,Newala,0
-6.85838568,39.23359792,Dar es Salaam,Ilala,0
-6.13143434,39.31614335,Kusini Unguja,Kati,0
-10.69477286,39.39373659,Mtwara,Newala,0
-5.24611055,39.78151614,Kusini Pemba,Chake Chake,0
-3.0536194,34.3418005,Simiyu,Meatu,0
-8.50246631,35.0809035,Iringa,Mufindi,0
-3.63868457,32.95431981,Shinyanga,Shinyanga,0
-11.13219757,38.60737666,Mtwara,Nanyumbu,0
-8.9651305,32.89896661,Songwe,Mbozi,0
-7.32687657,35.54284955,Iringa,Iringa,0
-10.69220661,39.39712154,Mtwara,Newala,0
-3.74983449,32.85768011,Shinyanga,Kahama,0
-1.81114864,33.40906279,Mara,Musoma,0
-2.12284184,33.05959191,Mwanza,Ukerewe,0
-6.5243805,37.21405806,Morogoro,Kilosa,0
-4.51007449,35.06840987,Manyara,Hanang,0
-7.83867655,38.34612482,Pwani,Rufiji,0
-6.13962392,37.59063861,Morogoro,Mvomero,0
-2.77441056,33.79146528,Simiyu,Bariadi,0
-10.79414374,39.42215739,Mtwara,Tandahimba,0
-6.84928976,39.14592961,Dar es Salaam,Ilala,0
-8.059813,35.46360223,Iringa,Iringa,0
-9.92753763,39.72513888,Lindi,Lindi,0
-8.84735013,34.82323577,Njombe,Makambako,0
-4.89122883,29.7425289,Kigoma,Uvinza,0
-4.79442087,38.28562358,Tanga,Lushoto,0
-2.07822655,32.93929764,Mwanza,Ukerewe,0
-7.4914112,30.5968982,Rukwa,Nkasi,0
-5.24616874,39.78152394,Kusini Pemba,Chake Chake,0
-9.13378834,32.74885037,Songwe,Mbozi,0
-4.43638857,34.87023689,Singida,Singida,0
-9.25132609,32.83647738,Songwe,Momba,0
-7.85548102,31.17657234,Rukwa,Nkasi,0
-1.74997286,31.61606193,Kagera,Muleba,0
-11.26393542,34.79114317,Ruvuma,Nyasa,0
-6.20419398,31.22393947,Katavi,Mlele,0
-10.20288696,38.61961012,Lindi,Nachingwea,0
-4.89034819,29.74324532,Kigoma,Uvinza,0
-11.04901095,34.76160263,Ruvuma,Mbinga,0
-7.77422139,35.69568862,Iringa,Iringa,0
-5.44220763,38.03752614,Tanga,Handeni,0
-6.24016589,39.52770194,Kusini Unguja,Kusini,0
-5.10493645,32.39601622,Tabora,Uyui,0
-6.84472227,39.27924354,Dar es Salaam,Temeke,0
-8.93745009,33.18943492,Songwe,Mbozi,0
-5.69575259,36.63119287,Manyara,Kiteto,0
-6.0702098,36.64537751,Dodoma,Kongwa,0
-6.61725861,39.09648106,Dar es Salaam,Kinondoni,0
-8.31372393,35.27434967,Iringa,Mafinga,0
-5.08580507,30.5633705,Kigoma,Uvinza,0
-5.45693438,33.82834604,Tabora,Uyui,0
-2.58475205,32.64708341,Mwanza,Sengerema,0
-9.11901523,32.93943448,Songwe,Mbozi,0
-7.19661264,31.09202308,Rukwa,Nkasi,0
-5.01672572,38.70963076,Tanga,Muhenza,0
-8.91136714,33.43452143,Mbeya,Mbeya,0
-10.25139999,38.69592559,Lindi,Nachingwea,0
-3.25276284,33.43795733,Mwanza,Kwimba,0
-7.45347148,31.38634916,Katavi,Mlele,0
-4.55251137,34.84270144,Singida,Singida,0
-7.11744936,31.235104,Katavi,Mlele,0
-4.85347676,34.87765891,Singida,Ikungi,0
-5.01540365,38.70848922,Tanga,Muhenza,0
-10.86099457,39.2799706,Mtwara,Newala,0
-5.73867188,34.8415636,Singida,Manyoni,0
-8.89662364,31.69145842,Rukwa,Kalambo,0
-6.79421843,39.23238075,Dar es Salaam,Kinondoni,0
-2.01192688,33.94685136,Mara,Bunda,0
-2.48731598,32.92427062,Mwanza,Ilemela,0
-5.17354149,38.46678461,Tanga,Korogwe,0
-10.71680486,38.76730318,Mtwara,Masasi,0
-5.02953806,38.69549765,Tanga,Muhenza,0
-6.63690244,38.35508622,Pwani,Bagamoyo,0
-7.7750752,31.1026077,Rukwa,Nkasi,0
-1.96000456,35.35634146,Arusha,Ngorongoro,0
-7.95799424,31.61841486,Rukwa,Sumbawanga,0
-9.97339551,34.62808457,Njombe,Ludewa,0
-10.66419042,38.75097096,Mtwara,Masasi,0
-8.07296767,31.93338189,Rukwa,Sumbawanga,0
-11.07404933,38.27656825,Mtwara,Nanyumbu,0
-1.98553535,33.06591703,Mwanza,Ukerewe,0
-4.68425187,34.8966294,Singida,Singida,0
-6.86777678,39.28387165,Dar es Salaam,Temeke,0
-11.05685659,37.33765985,Ruvuma,Tunduru,0
-11.10829571,35.20304301,Ruvuma,Mbinga,0
-7.70116792,31.28270192,Rukwa,Nkasi,0
-6.92337353,39.25581464,Dar es Salaam,Temeke,0
-2.53353218,32.93136152,Mwanza,Nyamangana,0
-2.50495915,32.01060596,Geita,Geita,0
-7.78265974,35.66712625,Iringa,Iringa,0
-10.79630207,39.42367639,Mtwara,Tandahimba,0
-8.409273333,35.86652,Iringa,Mufindi,0
-8.30282577,32.32665122,Rukwa,Sumbawanga,0
-10.79531447,39.42261938,Mtwara,Tandahimba,0
-10.22662783,40.22047094,Mtwara,Mtwara,0
-8.08801594,36.68237204,Morogoro,Kilombero,0
-7.11878235,37.8058601,Morogoro,Morogoro,0
-6.82323369,39.23002247,Dar es Salaam,Ilala,0
-8.03931806,35.76125407,Iringa,Kilolo,0
-5.87264658,39.29253891,Kaskazini Unguja,Kaskazini A,0
-6.39515213,30.9791382,Katavi,Mpanda,0
-10.23794957,39.47138111,Lindi,Lindi,0
-6.88290053,39.25327201,Dar es Salaam,Temeke,0
-3.44859692,37.42518109,Kilimanjaro,Moshi,0
-4.18861059,35.02128318,Manyara,Mbulu,0
-4.0564609,33.08408428,Tabora,Nzega,0
-7.77494639,31.10266869,Rukwa,Nkasi,0
-3.35876186,36.60110261,Arusha,Arusha,0
-9.77335812,39.60115368,Lindi,Lindi,0
-6.8849612,39.15519125,Dar es Salaam,Ilala,0
-4.3455482,32.89008416,Tabora,Nzega,0
-8.35021717,31.83528582,Rukwa,Sumbawanga,0
-6.92358266,39.25703231,Dar es Salaam,Temeke,0
-4.37297692,35.07264054,Manyara,Hanang,0
-10.71219485,39.44462985,Mtwara,Newala,0
-5.77724533,39.30055326,Kaskazini Unguja,Kaskazini A,0
-4.98420077,39.83418974,Kaskazini Pemba,Michweni,0
-3.4398559,31.89303082,Geita,Bukombe,0
-4.14042682,33.46406355,Tabora,Igunga,0
-6.83705909,39.18587656,Dar es Salaam,Ilala,0
-8.01202221,35.4968841,Iringa,Iringa,0
-3.33301665,33.92523379,Simiyu,Maswa,0
-3.66771928,35.60286113,Arusha,Karatu,0
-6.34159357,31.06430825,Katavi,Mpanda,0
-6.89227462,39.22910295,Dar es Salaam,Ilala,0
-6.21112794,39.21804832,Mjini Magharibi,Magharibi,0
-3.38833767,36.94392422,Arusha,Meru,0
-6.88122561,39.28643305,Dar es Salaam,Temeke,0
-9.43822549,33.56091774,Songwe,Ileje,0
-4.1193158,34.82136446,Singida,Mkalama,0
-10.52187273,38.6751996,Mtwara,Masasi,0
-1.32426511,31.79128991,Kagera,Bukoba,0
-5.16950965,39.80645562,Kaskazini Pemba,Wete,0
-3.01635781,33.04483145,Mwanza,Misungwi,0
-7.73143392,35.70264837,Iringa,Iringa,0
-6.88301146,39.25341609,Dar es Salaam,Temeke,0
-10.7192915,38.77157931,Mtwara,Masasi,0
-3.16244669,33.30107996,Mwanza,Kwimba,0
-4.90616898,35.78084875,Dodoma,Kondoa,0
-6.14866537,35.73766519,Dodoma,Dodoma,0
-8.08974301,35.83676569,Iringa,Kilolo,0
-10.44232749,36.06147037,Ruvuma,Namtumbo,0
-8.05273486,31.50347833,Rukwa,Sumbawanga,0
-5.20043044,38.71752371,Tanga,Muhenza,0
-6.22063184,36.35453974,Dodoma,Mpwapwa,0
-3.51255136,35.95517063,Arusha,Monduli,0
-9.9877247,38.96400374,Lindi,Ruangwa,0
-5.24297539,39.76735511,Kusini Pemba,Chake Chake,0
-2.64070415,33.93040102,Simiyu,Bariadi,0
-6.4838557,31.11671046,Katavi,Mlele,0
-5.9818708,35.44182707,Dodoma,Bahi,0
-5.24622044,39.78232812,Kusini Pemba,Chake Chake,0
-4.56782619,33.03932928,Tabora,Nzega,0
-10.86137366,39.02941035,Mtwara,Masasi,0
-3.25148718,30.90943649,Kigoma,Kakonko,0
-4.31184051,35.74577475,Manyara,Babati,0
-6.92151361,37.77747585,Morogoro,Morogoro,0
-9.48900076,33.27173582,Songwe,Ileje,0
-10.18237166,40.01453662,Mtwara,Mtwara,0
-4.64623125,35.04334888,Singida,Singida,0
-10.66327422,38.7502259,Mtwara,Masasi,0
-6.77944154,39.23630773,Dar es Salaam,Kinondoni,0
-4.80883442,34.75382207,Singida,Singida,0
-4.292207,35.55142199,Manyara,Hanang,0
-6.33149353,38.38497558,Pwani,Bagamoyo,0
-1.59300991,31.14143972,Kagera,Karagwe,0
-1.87034246,34.73408202,Mara,Serengeti,0
-8.102938333,35.90313833,Iringa,Kilolo,0
-9.05749354,33.28735479,Mbeya,Mbeya,0
-6.85719396,39.2820354,Dar es Salaam,Temeke,0
-9.08303266,34.6428991,Njombe,Wanging'Ombe,0
-6.22318919,36.35387358,Dodoma,Mpwapwa,0
-2.77024635,32.69655045,Mwanza,Sengerema,0
-6.61649393,39.11044733,Dar es Salaam,Kinondoni,0
-3.32031015,36.33821558,Arusha,Monduli,0
-10.56074509,39.17486393,Mtwara,Newala,0
-4.31055835,35.74179381,Manyara,Babati,0
-7.9553866,36.86436228,Morogoro,Kilombero,0
-10.95054311,39.34135756,Mtwara,Newala,0
-5.07115166,32.79158568,Tabora,Tabora,0
-8.24318216,35.0246632,Iringa,Mufindi,0
-10.70489777,35.80126652,Ruvuma,Songea,0
-3.74182785,37.6634179,Kilimanjaro,Mwanga,0
-8.38676969,33.23057917,Songwe,Songwe,0
-10.28163619,40.19759581,Mtwara,Mtwara,0
-9.33610788,34.76667075,Njombe,Njombe,0
-6.78391777,39.01765168,Dar es Salaam,Kinondoni,0
-9.98641887,38.96439622,Lindi,Ruangwa,0
-2.40174913,32.32908927,Mwanza,Sengerema,0
-9.46445546,33.95017664,Mbeya,Kyela,0
-2.52894976,32.96296817,Mwanza,Ilemela,0
-2.87902048,32.23297263,Geita,Geita,0
-1.45632948,31.69375974,Kagera,Bukoba,0
-5.8732217,39.29424098,Kaskazini Unguja,Kaskazini A,0
-9.28306768,35.28420707,Njombe,Njombe,0
-6.15167239,39.22428365,Mjini Magharibi,Mjini,0
-4.79641381,38.29167409,Tanga,Lushoto,0
-3.32976583,36.63738953,Arusha,Arusha,0
-6.82770724,37.65219509,Morogoro,Morogoro,0
-4.80962237,34.75339849,Singida,Singida,0
-5.98662962,38.22105267,Pwani,Bagamoyo,0
-6.89702987,39.25354955,Dar es Salaam,Temeke,0
-4.52891685,38.23804607,Tanga,Lushoto,0
-3.3357649,33.92738365,Simiyu,Maswa,0
-4.64253124,34.16670549,Singida,Iramba,0
-4.57480916,30.09948212,Kigoma,Kasulu,0
-3.15362361,33.66235336,Simiyu,Maswa,0
-2.74709418,33.23101423,Mwanza,Kwimba,0
-4.90970959,29.66179884,Kigoma,Kigoma,0
-4.32499736,37.88641622,Kilimanjaro,Same,0
-6.75011801,30.40934468,Katavi,Mpanda,0
-8.8856781,33.302319,Mbeya,Mbeya,0
-1.51105067,33.80824681,Mara,Butiam,0
-1.08399964,31.8071859,Kagera,Bukoba,0
-6.90975283,37.4955408,Morogoro,Mvomero,0
-5.71510506,38.23726248,Tanga,Handeni,0
-1.3754014,34.4328901,Mara,Tarime,0
-7.38950284,31.364461,Katavi,Mlele,0
-10.79311617,38.32066221,Mtwara,Nanyumbu,0
-11.09861138,39.3090897,Mtwara,Masasi,0
-10.70497732,39.13345465,Mtwara,Newala,0
-7.1676176,30.536406,Rukwa,Nkasi,0
-6.9483215,39.23169167,Dar es Salaam,Temeke,0
-4.95701104,39.78685979,Kaskazini Pemba,Michweni,0
-6.14645593,39.3288253,Kusini Unguja,Kati,0
-4.5489229,35.79580154,Dodoma,Kondoa,0
-2.71549646,33.14013717,Mwanza,Misungwi,0
-8.5390921,32.94156707,Songwe,Songwe,0
-6.88813912,39.16064314,Dar es Salaam,Ilala,0
-4.82499616,32.85681647,Tabora,Uyui,0
-6.0415515,39.23002714,Mjini Magharibi,Magharibi,0
-8.016228333,35.49347333,Iringa,Iringa,0
-3.78843934,30.49477467,Kigoma,Kibondo,0
-3.19993413,37.64566865,Kilimanjaro,Rombo,0
-9.66990199,39.10836339,Lindi,Kilwa,0
-6.08742193,39.32903186,Kusini Unguja,Kati,0
-8.84104832,34.81142766,Njombe,Makambako,0
-5.92681126,39.22310983,Kaskazini Unguja,Kaskazini B,0
-4.82065017,39.08782738,Tanga,Mkinga,0
-4.62588613,35.75631848,Dodoma,Kondoa,0
-4.26981054,38.05065809,Kilimanjaro,Same,0
-8.409393333,35.866555,Iringa,Mufindi,0
-2.48600933,32.90194845,Mwanza,Ilemela,0
-9.22103382,33.64045996,Mbeya,Rungwe,0
-2.56088168,33.26423722,Mwanza,Magu,0
-3.44863092,37.42519612,Kilimanjaro,Moshi,0
-9.40428274,39.59919679,Lindi,Kilwa,0
-5.2833385,35.08206259,Singida,Ikungi,0
-5.3370021,39.73051738,Kusini Pemba,Mkoani,0
-3.00511317,31.92494747,Geita,Geita,0
-10.20485596,38.84305986,Lindi,Nachingwea,0
-2.56452744,36.78430556,Arusha,Longido,0
-6.61682134,39.11026652,Dar es Salaam,Kinondoni,0
-8.55101999,32.55033962,Songwe,Momba,0
-6.86943186,39.27548305,Dar es Salaam,Temeke,0
-2.40284734,31.70872181,Geita,Chato,0
-6.1638265,35.88974452,Dodoma,Dodoma,0
-3.82895034,32.60459569,Shinyanga,Kahama,0
-7.10471567,31.23705122,Katavi,Mlele,0
-9.40809212,33.91681042,Mbeya,Rungwe,0
-4.45320978,38.32891485,Tanga,Lushoto,0
-5.24665343,39.76677951,Kusini Pemba,Chake Chake,0
-5.17640558,34.6200607,Singida,Ikungi,0
-8.46583076,32.15775656,Rukwa,Sumbawanga,0
-11.02321461,35.1241209,Ruvuma,Mbinga,0
-8.52625385,32.0356891,Rukwa,Sumbawanga,0
-8.36141347,32.29750777,Songwe,Momba,0
-5.87393252,39.25830188,Kaskazini Unguja,Kaskazini A,0
-2.87909499,37.36977082,Arusha,Longido,0
-9.029688,32.46647599,Songwe,Momba,0
-5.70021601,34.49164836,Singida,Manyoni,0
-3.3906097,36.66734394,Arusha,Arusha,0
-3.3871171,35.49957412,Arusha,Ngorongoro,0
-8.03344611,35.77037374,Iringa,Kilolo,0
-6.88315745,39.25347006,Dar es Salaam,Temeke,0
-6.59828086,38.54619992,Pwani,Bagamoyo,0
-6.79426465,39.23270222,Dar es Salaam,Kinondoni,0
-10.73521429,34.74394546,Ruvuma,Mbinga,0
-8.25360197,31.36163714,Rukwa,Kalambo,0
-3.607367,36.71278769,Manyara,Simanjiro,0
-10.69230189,39.79991872,Mtwara,Mtwara,0
-7.40898203,37.66950661,Morogoro,Morogoro,0
-6.72135866,38.73639768,Pwani,Kibaha,0
-6.19302542,39.25602945,Mjini Magharibi,Mjini,0
-6.14266109,39.24159426,Mjini Magharibi,Mjini,0
-10.96596828,35.27539737,Ruvuma,Songea,0
-9.97120401,34.63016061,Njombe,Ludewa,0
-6.81449082,39.15243567,Dar es Salaam,Kinondoni,0
-8.93492254,33.34461019,Mbeya,Mbeya,0
-2.66597561,32.98016708,Mwanza,Misungwi,0
-6.15082281,39.51708248,Kusini Unguja,Kusini,0
-7.87288392,30.79704445,Rukwa,Nkasi,0
-2.705877,33.48916841,Mwanza,Kwimba,0
-10.25843262,39.92179939,Mtwara,Mtwara,0
-7.59916072,31.27126968,Rukwa,Nkasi,0
-3.13394229,32.90605291,Mwanza,Misungwi,0
