counter,Latitude,Longitude,District,Errors
1554,-8.84824153,32.28190774,Momba,0
1555,-7.87267,30.79676532,Nkasi,0
1556,-8.29951713,35.28402641,Mafinga Township Authority,0
1557,-9.57529852,33.77272671,Kyela,0
1558,-4.23043416,35.42795971,Babati,0
1559,-6.58490526,36.07362158,Mpwapwa,0
1560,-6.82302835,39.31090708,Temeke,0
1561,-5.87369581,39.29160454,Kaskazini A,0
1562,-5.32371973,34.51856191,Ikungi,0
1563,-4.64816611,35.04096917,Singida,0
1564,-3.10172319,31.08703039,Biharamulo,0
1565,-1.87524782,33.70188288,Musoma,0
1566,-11.05009815,34.75485723,Mbinga,0
1567,-9.95760405,34.61850377,Ludewa,0
1568,-6.26506187,36.86317944,Gairo,0
1569,-9.40840202,33.91705806,Rungwe,0
1570,-2.52694107,34.05992141,Bariadi,0
1571,-5.99260071,37.75380986,Mvomero,0
1572,-3.04294002,31.37638472,Biharamulo,0
1573,-5.87352172,39.25879862,list index out of range,1
1574,-2.95146277,33.9164792,Itilima,0
1575,-3.87130112,35.6513806,Mbulu,0
1576,-2.75504575,31.87910588,Geita,0
1577,-4.95460017,39.78724266,Micheweni,0
1578,-8.25249518,31.9890127,Sumbawanga Rural,0
1579,-1.46184565,31.68683249,Bukoba Rural,0
1580,-8.37481226,31.97821257,Sumbawanga Rural,0
1581,-8.3924407,38.94694543,Kilwa,0
1582,-8.84833417,34.82286001,Makambako Township Authority,0
1583,-3.99672779,34.54161778,Mkalama,0
1584,-3.56804615,36.94879267,Meru,0
1585,-3.62204473,33.81445732,Kishapu,0
1586,-6.74276626,32.48257163,Mlele,0
1587,-3.8086631,32.226387,Kahama,0
1588,-6.53835677,38.99084845,Bagamoyo,0
1589,-1.55663082,31.64423642,Muleba,0
1590,-5.50562316,32.49357731,Sikonge,0
1591,-7.2526229,37.73266018,Morogoro,0
1592,-4.88170111,29.64791061,Kigoma Municipal-Ujiji,0
1593,-5.9565569,36.69484163,Kongwa,0
1594,-2.76381459,32.60412682,Sengerema,0
1595,-6.48437835,31.11691049,Mlele,0
1596,-3.822062,37.46193002,Simanjiro,0
1597,-9.46468646,33.94886953,Kyela,0
1598,-8.08804503,36.68109653,Kilombero,0
1599,-3.00513869,31.92480737,Geita,0
1600,-11.2172008,34.9780983,Nyasa,0
1601,-8.82062732,36.25205183,Ulanga,0
1602,-7.87274027,30.79650075,Nkasi,0
1603,-8.31664188,35.55187132,Mufindi,0
1604,-9.33499533,34.76436592,Njombe Urban,0
1605,-6.89766281,38.55779089,Kibaha,0
1606,-8.90579053,33.45594125,Mbeya Urban,0
1607,-2.50198108,32.88888319,Ilemela,0
1608,-11.03962378,37.18490765,Tunduru,0
1609,-6.81983195,39.23836386,Kinondoni,0
1610,-10.275122,40.1863727,Mtwara Urban,0
1611,-7.25579493,31.3992584,Mlele,0
1612,-1.98680854,33.06927159,Ukerewe,0
1613,-7.15488642,31.06596332,Nkasi,0
1614,-7.78409646,35.71350847,Iringa Urban,0
1615,-4.80433829,34.22029033,Ikungi,0
1616,-7.93794135,31.6274086,Sumbawanga Urban,0
1617,-3.98351567,34.53671491,Mkalama,0
1618,-3.5717703,32.61084111,Kahama,0
1619,-7.04438919,30.55954779,Nkasi,0
1620,-4.63813706,38.19881661,Lushoto,0
1621,-6.79004378,39.05431585,Kinondoni,0
1622,-4.21602102,35.74168139,Babati Urban,0
1623,-9.33677564,33.32215616,Ileje,0
1624,-8.97733933,33.94897759,Makete,0
1625,-3.13051644,32.91876107,Misungwi,0
1626,-3.19632341,34.41477138,Meatu,0
1627,-5.9923399,37.75255218,Mvomero,0
1628,-9.5918879,34.87659732,Njombe Urban,0
1629,-5.18147735,39.09101031,Tanga,0
1630,-7.39330252,38.96920972,Mkuranga,0
1631,-5.17093489,38.46549571,Korogwe Township Authority,0
1632,-2.56379576,33.27545159,Magu,0
1633,-3.12856984,33.4954127,Maswa,0
1634,-6.4841693,31.11612278,Mlele,0
1635,-4.79399468,38.29087131,Lushoto,0
1636,-8.61644089,39.26453025,Kilwa,0
1637,-6.77877417,36.64757423,Kilosa,0
1638,-8.77372148,33.64296446,Mbarali,0
1639,-4.31243784,35.74455992,Babati Urban,0
1640,-3.22078402,32.69438287,Nyang'wale,0
1641,-3.27878389,37.09615033,Siha,0
1642,-2.53936795,32.91289198,Nyamagana,0
1643,-4.70003487,38.11983504,Korogwe,0
1644,-8.25351192,35.10656822,Mufindi,0
1645,-6.21353779,31.22455013,Mlele,0
1646,-1.85881563,33.04993016,Ukerewe,0
1647,-9.23985321,33.33893969,Mbeya Rural,0
1648,-6.3215235,31.08085016,Mpanda Urban,0
1649,-5.72530343,37.09664252,Kiteto,0
1650,-4.76239486,34.20165773,Ikungi,0
1651,-9.30999538,33.622913,Rungwe,0
1652,-6.16564258,39.20897816,Mjini,0
1653,-4.84766555,38.51229448,Lushoto,0
1654,-2.49068052,32.98828911,Ilemela,0
1655,-10.34575869,40.25116148,Mtwara Rural,0
1656,-7.74659738,35.7192849,Iringa Urban,0
1657,-8.21378147,34.83907902,Mbarali,0
1658,-3.12852626,33.51308471,Maswa,0
1659,-4.14230803,33.45834213,Igunga,0
1660,-9.90597988,38.98556461,Ruangwa,0
1661,-3.95210287,35.44045471,Mbulu,0
1662,-6.57529546,39.07676659,Bagamoyo,0
1663,-5.05409486,35.86418929,Chemba,0
1664,-6.85650468,39.28311231,Temeke,0
1665,-6.42085382,31.02018936,Mlele,0
1666,-7.73656421,35.69494265,Iringa Urban,0
1667,-2.66239124,32.64136925,Sengerema,0
1668,-5.44094483,37.73055112,Kilindi,0
1669,-7.14494316,39.07801143,Mkuranga,0
1670,-8.8916912,33.5449167,Mbeya Urban,0
1671,-7.94538357,31.63918924,Sumbawanga Urban,0
1672,-6.34585009,31.06955735,Mpanda Urban,0
1673,-6.6590963,39.17855449,Kinondoni,0
1674,-10.85301502,39.27819516,Newala,0
1675,-4.77149473,34.91792101,Singida,0
1676,-9.1748537,32.86411619,Mbozi,0
1677,-6.84923859,39.14636504,Ilala,0
1678,-6.77520272,37.75312526,Morogoro,0
1679,-6.81146509,39.10763988,Kinondoni,0
1680,-10.27465198,40.16779587,Mtwara Urban,0
1681,-9.01098313,33.00514772,Mbozi,0
1682,-9.32633572,33.33305767,Ileje,0
1683,-8.84374146,34.80464243,Makambako Township Authority,0
1684,-5.88360787,36.44748833,Kongwa,0
1685,-3.95210036,35.44060007,Mbulu,0
1686,-2.37764823,33.5803087,Busega,0
1687,-5.01935723,38.70770883,Muheza,0
1688,-5.61259833,32.74699674,Sikonge,0
1689,-8.57230886,33.45624256,Chunya,0
1690,-4.32463338,37.88632958,Same,0
1691,-10.44216585,36.05908699,Namtumbo,0
1692,-10.10670366,39.62070781,Lindi Urban,0
1693,-8.1732715,36.33574031,Kilombero,0
1694,-5.86574973,35.19120701,Manyoni,0
1695,-3.99721506,33.37929363,Igunga,0
1696,-1.49601351,33.81085377,Musoma Municipal,0
1697,-4.57516622,30.098497,Kasulu Township Authority,0
1698,-10.3697897,39.22199941,Masasi,0
1699,-5.0169709,32.81001956,Tabora Urban,0
1700,-6.74406984,30.40720761,Mpanda Rural,0
1701,-2.56494913,36.78455941,Longido,0
1702,-6.41892241,39.54607006,Kusini,0
1703,-6.82599076,37.65313014,Morogoro Urban,0
1704,-4.34748326,32.88208731,Nzega,0
1705,-5.03615118,36.23783624,Chemba,0
1706,-11.40219548,36.43081491,Namtumbo,0
1707,-4.37951421,35.47740495,Babati,0
1708,-9.66981172,39.10841086,Kilwa,0
1709,-10.20291905,38.84234562,Nachingwea,0
1710,-6.48472509,35.93950514,Chamwino,0
1711,-5.33700277,39.73043845,Mkoani,0
1712,-10.75156485,38.53242433,Masasi,0
1713,-8.88298277,32.79953064,Mbozi,0
1714,-2.91655279,32.16529734,Geita,0
1715,-4.84835777,29.74422897,Kigoma Rural,0
1716,-3.41550122,31.52227142,Bukombe,0
1717,-2.31705065,32.68439494,Sengerema,0
1718,-1.36443344,34.43740749,Tarime,0
1719,-4.19913872,30.49043542,Kasulu,0
1720,-2.50668401,32.00983717,Geita,0
1721,-3.2531509,37.00723793,Siha,0
1722,-10.93387961,39.2859705,Newala,0
1723,-6.85838568,39.23359792,Ilala,0
1724,-6.13143434,39.31614335,Kati,0
1725,-10.69477286,39.39373659,Newala,0
1726,-5.24611055,39.78151614,Chake Chake,0
1727,-3.0536194,34.3418005,Meatu,0
1728,-8.50246631,35.0809035,Mufindi,0
1729,-3.63868457,32.95431981,Shinyanga Rural,0
1730,-11.13219757,38.60737666,Nanyumbu,0
1731,-8.9651305,32.89896661,Mbozi,0
1732,-7.32687657,35.54284955,Iringa Rural,0
1733,-10.69220661,39.39712154,Newala,0
1734,-3.74983449,32.85768011,Kahama,0
1735,-1.81114864,33.40906279,Musoma,0
1736,-2.12284184,33.05959191,Ukerewe,0
1737,-6.5243805,37.21405806,Kilosa,0
1738,-4.51007449,35.06840987,Hanang,0
1739,-7.83867655,38.34612482,Rufiji,0
1740,-6.13962392,37.59063861,Mvomero,0
1741,-2.77441056,33.79146528,Bariadi,0
1742,-10.79414374,39.42215739,Tandahimba,0
1743,-6.84928976,39.14592961,Ilala,0
1744,-8.059813,35.46360223,Iringa Rural,0
1745,-9.92753763,39.72513888,Lindi Urban,0
1746,-8.84735013,34.82323577,Makambako Township Authority,0
1747,-4.89122883,29.7425289,Uvinza,0
1748,-4.79442087,38.28562358,Lushoto,0
1749,-2.07822655,32.93929764,Ukerewe,0
1750,-7.4914112,30.5968982,Nkasi,0
1751,-5.24616874,39.78152394,Chake Chake,0
1752,-9.13378834,32.74885037,Mbozi,0
1753,-4.43638857,34.87023689,Singida,0
1754,-9.25132609,32.83647738,Momba,0
1755,-7.85548102,31.17657234,Nkasi,0
1756,-1.74997286,31.61606193,Muleba,0
1757,-11.26393542,34.79114317,Nyasa,0
1758,-6.20419398,31.22393947,Mlele,0
1759,-10.20288696,38.61961012,Nachingwea,0
1760,-4.89034819,29.74324532,Uvinza,0
1761,-11.04901095,34.76160263,Mbinga,0
1762,-7.77422139,35.69568862,Iringa Urban,0
1763,-5.44220763,38.03752614,Handeni Township Authority,0
1764,-6.24016589,39.52770194,Kusini,0
1765,-5.10493645,32.39601622,Uyui,0
1766,-6.84472227,39.27924354,Temeke,0
1767,-8.93745009,33.18943492,Mbozi,0
1768,-5.69575259,36.63119287,Kiteto,0
1769,-6.0702098,36.64537751,Kongwa,0
1770,-6.61725861,39.09648106,Kinondoni,0
1771,-8.31372393,35.27434967,Mafinga Township Authority,0
1772,-5.08580507,30.5633705,Uvinza,0
1773,-5.45693438,33.82834604,Uyui,0
1774,-2.58475205,32.64708341,Sengerema,0
1775,-9.11901523,32.93943448,Mbozi,0
1776,-7.19661264,31.09202308,Nkasi,0
1777,-5.01672572,38.70963076,Muheza,0
1778,-8.91136714,33.43452143,Mbeya Urban,0
1779,-10.25139999,38.69592559,Nachingwea,0
1780,-3.25276284,33.43795733,Kwimba,0
1781,-7.45347148,31.38634916,Mlele,0
1782,-4.55251137,34.84270144,Singida,0
1783,-7.11744936,31.235104,Mlele,0
1784,-4.85347676,34.87765891,Ikungi,0
1785,-5.01540365,38.70848922,Muheza,0
1786,-10.86099457,39.2799706,Newala,0
1787,-5.73867188,34.8415636,Manyoni,0
1788,-8.89662364,31.69145842,Kalambo,0
1789,-6.79421843,39.23238075,Kinondoni,0
1790,-2.01192688,33.94685136,Bunda,0
1791,-2.48731598,32.92427062,Ilemela,0
1792,-5.17354149,38.46678461,Korogwe Township Authority,0
1793,-10.71680486,38.76730318,Masasi Township Authority,0
1794,-5.02953806,38.69549765,Muheza,0
1795,-6.63690244,38.35508622,Bagamoyo,0
1796,-7.7750752,31.1026077,Nkasi,0
1797,-1.96000456,35.35634146,Ngorongoro,0
1798,-7.95799424,31.61841486,Sumbawanga Urban,0
1799,-9.97339551,34.62808457,Ludewa,0
1800,-10.66419042,38.75097096,Masasi Township Authority,0
1801,-8.07296767,31.93338189,Sumbawanga Rural,0
1802,-11.07404933,38.27656825,Nanyumbu,0
1803,-1.98553535,33.06591703,Ukerewe,0
1804,-4.68425187,34.8966294,Singida,0
1805,-6.86777678,39.28387165,Temeke,0
1806,-11.05685659,37.33765985,Tunduru,0
1807,-11.10829571,35.20304301,Mbinga,0
1808,-7.70116792,31.28270192,Nkasi,0
1809,-6.92337353,39.25581464,Temeke,0
1810,-2.53353218,32.93136152,Ilemela,0
1811,-2.50495915,32.01060596,Geita,0
1812,-7.78265974,35.66712625,Iringa Urban,0
1813,-10.79630207,39.42367639,Tandahimba,0
1814,-8.409273333,35.86652,Mufindi,0
1815,-8.30282577,32.32665122,Sumbawanga Rural,0
1816,-10.79531447,39.42261938,Tandahimba,0
1817,-10.22662783,40.22047094,Mtwara Rural,0
1818,-8.08801594,36.68237204,Kilombero,0
1819,-7.11878235,37.8058601,Morogoro,0
1820,-6.82323369,39.23002247,Ilala,0
1821,-8.03931806,35.76125407,Kilolo,0
1822,-5.87264658,39.29253891,Kaskazini A,0
1823,-6.39515213,30.9791382,Mpanda Urban,0
1824,-10.23794957,39.47138111,Lindi Rural,0
1825,-6.88290053,39.25327201,Temeke,0
1826,-3.44859692,37.42518109,Moshi,0
1827,-4.18861059,35.02128318,Mbulu,0
1828,-4.0564609,33.08408428,Nzega,0
1829,-7.77494639,31.10266869,Nkasi,0
1830,-3.35876186,36.60110261,Arusha,0
1831,-9.77335812,39.60115368,Lindi Rural,0
1832,-6.8849612,39.15519125,Ilala,0
1833,-4.3455482,32.89008416,Nzega,0
1834,-8.35021717,31.83528582,Sumbawanga Rural,0
1835,-6.92358266,39.25703231,Temeke,0
1836,-4.37297692,35.07264054,Hanang,0
1837,-10.71219485,39.44462985,Newala,0
1838,-5.77724533,39.30055326,Kaskazini A,0
1839,-4.98420077,39.83418974,Micheweni,0
1840,-3.4398559,31.89303082,Bukombe,0
1841,-4.14042682,33.46406355,Igunga,0
1842,-6.83705909,39.18587656,Ilala,0
1843,-8.01202221,35.4968841,Iringa Rural,0
1844,-3.33301665,33.92523379,Maswa,0
1845,-3.66771928,35.60286113,Karatu,0
1846,-6.34159357,31.06430825,Mpanda Urban,0
1847,-6.89227462,39.22910295,Temeke,0
1848,-6.21112794,39.21804832,Magharibi,0
1849,-3.38833767,36.94392422,Meru,0
1850,-6.88122561,39.28643305,Temeke,0
1851,-9.43822549,33.56091774,Ileje,0
1852,-4.1193158,34.82136446,Mkalama,0
1853,-10.52187273,38.6751996,Masasi,0
1854,-1.32426511,31.79128991,Bukoba Urban,0
1855,-5.16950965,39.80645562,Wete,0
1856,-3.01635781,33.04483145,Misungwi,0
1857,-7.73143392,35.70264837,Iringa Urban,0
1858,-6.88301146,39.25341609,Temeke,0
1859,-10.7192915,38.77157931,Masasi Township Authority,0
1860,-3.16244669,33.30107996,Kwimba,0
1861,-4.90616898,35.78084875,Kondoa,0
1862,-6.14866537,35.73766519,Dodoma Urban,0
1863,-8.08974301,35.83676569,Kilolo,0
1864,-10.44232749,36.06147037,Namtumbo,0
1865,-8.05273486,31.50347833,Sumbawanga Urban,0
1866,-5.20043044,38.71752371,Muheza,0
1867,-6.22063184,36.35453974,Mpwapwa,0
1868,-3.51255136,35.95517063,Monduli,0
1869,-9.9877247,38.96400374,Ruangwa,0
1870,-5.24297539,39.76735511,Chake Chake,0
1871,-2.64070415,33.93040102,Bariadi,0
1872,-6.4838557,31.11671046,Mlele,0
1873,-5.9818708,35.44182707,Bahi,0
1874,-5.24622044,39.78232812,Chake Chake,0
1875,-4.56782619,33.03932928,Nzega,0
1876,-10.86137366,39.02941035,Masasi,0
1877,-3.25148718,30.90943649,Kakonko,0
1878,-4.31184051,35.74577475,Babati Urban,0
1879,-6.92151361,37.77747585,Morogoro,0
1880,-9.48900076,33.27173582,Ileje,0
1881,-10.18237166,40.01453662,Mtwara Rural,0
1882,-4.64623125,35.04334888,Singida,0
1883,-10.66327422,38.7502259,Masasi Township Authority,0
1884,-6.77944154,39.23630773,Kinondoni,0
1885,-4.80883442,34.75382207,Singida Urban,0
1886,-4.292207,35.55142199,Hanang,0
1887,-6.33149353,38.38497558,Bagamoyo,0
1888,-1.59300991,31.14143972,Karagwe,0
1889,-1.87034246,34.73408202,Serengeti,0
1890,-8.102938333,35.90313833,Kilolo,0
1891,-9.05749354,33.28735479,Mbeya Rural,0
1892,-6.85719396,39.2820354,Temeke,0
1893,-9.08303266,34.6428991,Wanging'ombe,0
1894,-6.22318919,36.35387358,Mpwapwa,0
1895,-2.77024635,32.69655045,Sengerema,0
1896,-6.61649393,39.11044733,Kinondoni,0
1897,-3.32031015,36.33821558,Monduli,0
1898,-10.56074509,39.17486393,Newala,0
1899,-4.31055835,35.74179381,Babati Urban,0
1900,-7.9553866,36.86436228,Kilombero,0
1901,-10.95054311,39.34135756,Newala,0
1902,-5.07115166,32.79158568,Tabora Urban,0
1903,-8.24318216,35.0246632,Mufindi,0
1904,-10.70489777,35.80126652,Songea Rural,0
1905,-3.74182785,37.6634179,Mwanga,0
1906,-8.38676969,33.23057917,Chunya,0
1907,-10.28163619,40.19759581,Mtwara Urban,0
1908,-9.33610788,34.76667075,Njombe Urban,0
1909,-6.78391777,39.01765168,Kinondoni,0
1910,-9.98641887,38.96439622,Ruangwa,0
1911,-2.40174913,32.32908927,Sengerema,0
1912,-9.46445546,33.95017664,Kyela,0
1913,-2.52894976,32.96296817,Ilemela,0
1914,-2.87902048,32.23297263,Geita,0
1915,-1.45632948,31.69375974,Bukoba Rural,0
1916,-5.8732217,39.29424098,Kaskazini A,0
1917,-9.28306768,35.28420707,Njombe Rural,0
1918,-6.15167239,39.22428365,Magharibi,0
1919,-4.79641381,38.29167409,Lushoto,0
1920,-3.32976583,36.63738953,Arusha,0
1921,-6.82770724,37.65219509,Morogoro Urban,0
1922,-4.80962237,34.75339849,Singida Urban,0
1923,-5.98662962,38.22105267,Bagamoyo,0
1924,-6.89702987,39.25354955,Temeke,0
1925,-4.52891685,38.23804607,Lushoto,0
1926,-3.3357649,33.92738365,Maswa,0
1927,-4.64253124,34.16670549,Iramba,0
1928,-4.57480916,30.09948212,Kasulu Township Authority,0
1929,-3.15362361,33.66235336,Maswa,0
1930,-2.74709418,33.23101423,Kwimba,0
1931,-4.90970959,29.66179884,Kigoma Municipal-Ujiji,0
1932,-4.32499736,37.88641622,Same,0
1933,-6.75011801,30.40934468,Mpanda Rural,0
1934,-8.8856781,33.302319,Mbeya Rural,0
1935,-1.51105067,33.80824681,Musoma Municipal,0
1936,-1.08399964,31.8071859,Bukoba Rural,0
1937,-6.90975283,37.4955408,Mvomero,0
1938,-5.71510506,38.23726248,Handeni,0
1939,-1.3754014,34.4328901,Tarime,0
1940,-7.38950284,31.364461,Mlele,0
1941,-10.79311617,38.32066221,Nanyumbu,0
1942,-11.09861138,39.3090897,Masasi,0
1943,-10.70497732,39.13345465,Newala,0
1944,-7.1676176,30.536406,Nkasi,0
1945,-6.9483215,39.23169167,Temeke,0
1946,-4.95701104,39.78685979,Micheweni,0
1947,-6.14645593,39.3288253,Kati,0
1948,-4.5489229,35.79580154,Kondoa,0
1949,-2.71549646,33.14013717,Misungwi,0
1950,-8.5390921,32.94156707,Chunya,0
1951,-6.88813912,39.16064314,Ilala,0
1952,-4.82499616,32.85681647,Uyui,0
1953,-6.0415515,39.23002714,Kaskazini B,0
1954,-8.016228333,35.49347333,Iringa Rural,0
1955,-3.78843934,30.49477467,Kibondo,0
1956,-3.19993413,37.64566865,Rombo,0
1957,-9.66990199,39.10836339,Kilwa,0
1958,-6.08742193,39.32903186,Kati,0
1959,-8.84104832,34.81142766,Makambako Township Authority,0
1960,-5.92681126,39.22310983,Kaskazini B,0
1961,-4.82065017,39.08782738,Mkinga,0
1962,-4.62588613,35.75631848,Kondoa,0
1963,-4.26981054,38.05065809,Same,0
1964,-8.409393333,35.866555,Mufindi,0
1965,-2.48600933,32.90194845,Ilemela,0
1966,-9.22103382,33.64045996,Rungwe,0
1967,-2.56088168,33.26423722,Magu,0
1968,-3.44863092,37.42519612,Moshi,0
1969,-9.40428274,39.59919679,Kilwa,0
1970,-5.2833385,35.08206259,Ikungi,0
1971,-5.3370021,39.73051738,Mkoani,0
1972,-3.00511317,31.92494747,Geita,0
1973,-10.20485596,38.84305986,Nachingwea,0
1974,-2.56452744,36.78430556,Longido,0
1975,-6.61682134,39.11026652,Kinondoni,0
1976,-8.55101999,32.55033962,Momba,0
1977,-6.86943186,39.27548305,Temeke,0
1978,-2.40284734,31.70872181,Chato,0
1979,-6.1638265,35.88974452,Dodoma Urban,0
1980,-3.82895034,32.60459569,Kahama Township Authority,0
1981,-7.10471567,31.23705122,Mlele,0
1982,-9.40809212,33.91681042,Rungwe,0
1983,-4.45320978,38.32891485,Lushoto,0
1984,-5.24665343,39.76677951,Chake Chake,0
1985,-5.17640558,34.6200607,Ikungi,0
1986,-8.46583076,32.15775656,Sumbawanga Rural,0
1987,-11.02321461,35.1241209,Mbinga,0
1988,-8.52625385,32.0356891,Sumbawanga Rural,0
1989,-8.36141347,32.29750777,Momba,0
1990,-5.87393252,39.25830188,list index out of range,1
1991,-2.87909499,37.36977082,Longido,0
1992,-9.029688,32.46647599,Momba,0
1993,-5.70021601,34.49164836,Manyoni,0
1994,-3.3906097,36.66734394,Arusha Urban,0
1995,-3.3871171,35.49957412,Karatu,0
1996,-8.03344611,35.77037374,Kilolo,0
1997,-6.88315745,39.25347006,Temeke,0
1998,-6.59828086,38.54619992,Bagamoyo,0
1999,-6.79426465,39.23270222,Kinondoni,0
2000,-10.73521429,34.74394546,Mbinga,0
2001,-8.25360197,31.36163714,Kalambo,0
2002,-3.607367,36.71278769,Simanjiro,0
2003,-10.69230189,39.79991872,Mtwara Rural,0
2004,-7.40898203,37.66950661,Morogoro,0
2005,-6.72135866,38.73639768,Kibaha,0
2006,-6.19302542,39.25602945,Magharibi,0
2007,-6.14266109,39.24159426,Magharibi,0
2008,-10.96596828,35.27539737,Songea Rural,0
2009,-9.97120401,34.63016061,Ludewa,0
2010,-6.81449082,39.15243567,Kinondoni,0
2011,-8.93492254,33.34461019,Mbeya Rural,0
2012,-2.66597561,32.98016708,Misungwi,0
2013,-6.15082281,39.51708248,Kati,0
2014,-7.87288392,30.79704445,Nkasi,0
2015,-2.705877,33.48916841,Magu,0
2016,-10.25843262,39.92179939,Mtwara Rural,0
2017,-7.59916072,31.27126968,Nkasi,0
2018,-3.13394229,32.90605291,Misungwi,0
2019,-6.81696469,39.08526324,Kinondoni,0
2020,-4.41927255,34.76238586,Mkalama,0
2021,-8.06219537,36.00653288,Kilolo,0
2022,-4.7347337,34.92387808,Singida,0
2023,-6.8081473,39.2325173,Kinondoni,0
2024,-7.51027775,31.04499801,Nkasi,0
2025,-8.96776394,32.90094509,Mbozi,0
2026,-7.64686986,35.75627575,Iringa Rural,0
2027,-5.23641722,39.77871526,Chake Chake,0
2028,-8.63563649,31.42947074,Kalambo,0
2029,-1.24134439,34.3680804,Tarime,0
2030,-6.84967263,39.22525861,Ilala,0
2031,-4.77615365,33.23852515,Nzega,0
2032,-3.20915688,37.311834,Moshi,0
2033,-7.30242724,30.6309095,Nkasi,0
2034,-10.2743344,40.17458659,Mtwara Urban,0
2035,-8.54133837,31.90562393,Sumbawanga Rural,0
2036,-2.8433144,33.08111425,Misungwi,0
2037,-4.46080829,35.68937665,Babati,0
2038,-2.60263222,33.42277673,Magu,0
2039,-6.20919639,39.2182706,Magharibi,0
2040,-9.0507339,33.2901,Mbeya Rural,0
2041,-3.43201317,31.50892635,Bukombe,0
2042,-6.84967083,39.22503316,Ilala,0
2043,-4.45394599,38.32840683,Lushoto,0
2044,-6.18764803,39.2158226,Mjini,0
2045,-6.20018651,39.25398506,Magharibi,0
2046,-4.49381299,35.07229037,Hanang,0
2047,-3.35181853,37.34917947,Moshi Municipal,0
2048,-4.20011075,34.82144885,Mkalama,0
2049,-2.1213089,33.05953356,Ukerewe,0
2050,-7.84974328,31.43521932,Nkasi,0
2051,-7.95438628,31.60717072,Sumbawanga Urban,0
2052,-4.47456258,34.18417134,Iramba,0
2053,-5.87535577,39.25608884,list index out of range,1
2054,-4.07137559,37.98836916,Same,0
2055,-5.13490711,34.77138685,Ikungi,0
2056,-1.7501693,31.61118817,Muleba,0
2057,-10.37858188,39.8409872,Mtwara Rural,0
2058,-4.39513424,34.52822164,Iramba,0
2059,-8.16745018,36.33011314,Kilombero,0
2060,-6.16293434,39.19122093,Mjini,0
2061,-5.07465668,38.45269443,Korogwe,0
2062,-4.4352472,34.86985056,Singida,0
2063,-4.61259416,29.78251433,Buhigwe,0
2064,-6.8588504,39.233016,Ilala,0
2065,-3.3916983,37.55031175,Moshi,0
2066,-4.87498309,38.44759854,Lushoto,0
2067,-6.85499805,30.5299179,Mpanda Rural,0
2068,-6.81695795,39.08602637,Kinondoni,0
2069,-5.76921791,37.25095258,Kilindi,0
2070,-5.18536157,38.77041211,Muheza,0
2071,-2.12081598,33.4913135,Bunda,0
2072,-3.20474232,35.94439216,Monduli,0
2073,-4.08891663,34.73577659,Mkalama,0
2074,-10.81701696,39.52648762,Tandahimba,0
2075,-9.1714299,33.81921575,Rungwe,0
2076,-10.92659987,35.27889579,Songea Rural,0
2077,-4.7608695,34.58138983,Ikungi,0
2078,-8.80357035,34.22391666,Mbarali,0
2079,-10.25866574,39.92090081,Mtwara Rural,0
2080,-8.97338226,33.95753347,Makete,0
2081,-2.57817849,36.77668467,Longido,0
2082,-4.77610692,33.23833852,Nzega,0
2083,-3.35550934,36.49438633,Arusha,0
2084,-10.79375272,39.4227129,Tandahimba,0
2085,-4.19186898,33.12874096,Nzega,0
2086,-2.8563705,33.28017787,Misungwi,0
2087,-8.08809883,36.68166251,Kilombero,0
2088,-1.33126327,33.80811049,Rorya,0
2089,-4.2001265,32.3258252,Kahama,0
2090,-10.48865361,39.02788544,Masasi,0
2091,-6.1544148,39.22299219,Magharibi,0
2092,-11.12513713,35.17390472,Mbinga,0
2093,-10.48812753,39.02828729,Masasi,0
2094,-11.02328046,35.12391803,Mbinga,0
2095,-8.18948204,31.85021646,Sumbawanga Rural,0
2096,-1.55795735,31.46215414,Bukoba Rural,0
2097,-9.33607197,34.76558039,Njombe Urban,0
2098,-2.3441446,32.29518205,Sengerema,0
2099,-11.0578766,35.11872913,Mbinga,0
2100,-1.34474919,31.65856645,Bukoba Rural,0
2101,-1.32187218,31.81751834,Bukoba Urban,0
2102,-6.19282111,39.25603112,Magharibi,0
2103,-3.36635132,36.68723649,Arusha Urban,0
2104,-3.00519716,31.92444675,Geita,0
2105,-4.10593856,35.18115677,Mbulu,0
2106,-2.53848471,32.23758895,Sengerema,0
2107,-3.03161292,33.93112758,Itilima,0
2108,-8.80657008,34.97652301,Mufindi,0
2109,-9.36935898,34.23856683,Makete,0
2110,-6.18193367,39.22332983,Magharibi,0
2111,-3.35811781,33.90985194,Maswa,0
2112,-1.85344197,31.59028737,Muleba,0
2113,-2.74399232,31.62895471,Chato,0
2114,-8.30511695,32.33495495,Sumbawanga Rural,0
2115,-4.31053074,35.74016038,Babati Urban,0
2116,-5.12488436,38.38487658,Korogwe,0
2117,-6.93393613,30.60137918,Nkasi,0
2118,-7.75282276,35.67893233,Iringa Urban,0
2119,-2.76621543,32.11262928,Geita,0
2120,-4.55233087,34.842736,Singida,0
2121,-1.88074172,34.73088138,Serengeti,0
2122,-10.49308224,39.32410047,Newala,0
2123,-8.55363701,36.00416727,Kilombero,0
2124,-1.79462477,34.73343025,Serengeti,0
2125,-8.90617838,33.46299405,Mbeya Urban,0
2126,-1.55677012,31.65015934,Muleba,0
2127,-8.25153907,31.36193155,Kalambo,0
2128,-6.74393315,30.40715825,Mpanda Rural,0
